timestamp,open,high,low,close,volume
2025-01-01T12:30:00,1.08032,1.08044,1.08019,1.08031,1050
2025-01-01T12:45:00,1.08031,1.08043,1.08018,1.08030,1053
2025-01-01T13:00:00,1.08030,1.08042,1.08016,1.08028,1056
2025-01-01T13:15:00,1.08028,1.08040,1.08014,1.08026,1059
2025-01-01T13:30:00,1.08026,1.08038,1.08011,1.08023,1062
2025-01-01T13:45:00,1.08023,1.08035,1.08009,1.08021,1065
2025-01-01T14:00:00,1.08021,1.08033,1.08006,1.08018,1068
2025-01-01T14:15:00,1.08018,1.08030,1.08003,1.08015,1071
2025-01-01T14:30:00,1.08015,1.08027,1.08000,1.08012,1074
2025-01-01T14:45:00,1.08012,1.08024,1.07998,1.08010,1077
2025-01-01T15:00:00,1.08010,1.08022,1.07995,1.08007,1080
2025-01-01T15:15:00,1.08007,1.08019,1.07993,1.08005,1083
2025-01-01T15:30:00,1.08005,1.08017,1.07991,1.08003,1086
2025-01-01T15:45:00,1.08003,1.08015,1.07990,1.08002,1089
2025-01-01T16:00:00,1.08002,1.08014,1.07988,1.08000,1092
2025-01-01T16:15:00,1.08000,1.08012,1.07988,1.08000,1095
2025-01-01T16:30:00,1.08000,1.08012,1.07988,1.08000,1098
2025-01-01T16:45:00,1.08000,1.08012,1.07988,1.08000,1101
2025-01-01T17:00:00,1.08000,1.08013,1.07988,1.08001,1104
2025-01-01T17:15:00,1.08001,1.08014,1.07989,1.08002,1107
2025-01-01T17:30:00,1.08002,1.08016,1.07990,1.08004,1110
2025-01-01T17:45:00,1.08004,1.08018,1.07992,1.08006,1113
2025-01-01T18:00:00,1.08006,1.08021,1.07994,1.08009,1116
2025-01-01T18:15:00,1.08009,1.08023,1.07997,1.08011,1119
2025-01-01T18:30:00,1.08011,1.08026,1.07999,1.08014,1122
2025-01-01T18:45:00,1.08014,1.08029,1.08002,1.08017,1125
2025-01-01T19:00:00,1.08017,1.08032,1.08005,1.08020,1128
2025-01-01T19:15:00,1.08020,1.08035,1.08008,1.08023,1131
2025-01-01T19:30:00,1.08023,1.08038,1.08011,1.08026,1134
2025-01-01T19:45:00,1.08026,1.08041,1.08014,1.08029,1137
2025-01-01T20:00:00,1.08029,1.08043,1.08017,1.08031,1140
2025-01-01T20:15:00,1.08031,1.08045,1.08019,1.08033,1143
2025-01-01T20:30:00,1.08033,1.08047,1.08021,1.08035,1146
2025-01-01T20:45:00,1.08035,1.08048,1.08023,1.08036,1149
2025-01-01T21:00:00,1.08036,1.08049,1.08024,1.08037,1152
2025-01-01T21:15:00,1.08037,1.08049,1.08025,1.08037,1155
2025-01-01T21:30:00,1.08037,1.08049,1.08024,1.08036,1158
2025-01-01T21:45:00,1.08036,1.08048,1.08024,1.08036,1161
2025-01-01T22:00:00,1.08036,1.08048,1.08022,1.08034,1164
2025-01-01T22:15:00,1.08034,1.08046,1.08021,1.08033,1167
2025-01-01T22:30:00,1.08033,1.08045,1.08018,1.08030,1170
2025-01-01T22:45:00,1.08030,1.08042,1.08016,1.08028,1173
2025-01-01T23:00:00,1.08028,1.08040,1.08013,1.08025,1176
2025-01-01T23:15:00,1.08025,1.08037,1.08010,1.08022,1179
2025-01-01T23:30:00,1.08022,1.08034,1.08007,1.08019,1182
2025-01-01T23:45:00,1.08019,1.08031,1.08004,1.08016,1185
2025-01-02T00:00:00,1.08016,1.08028,1.08001,1.08013,900
2025-01-02T00:15:00,1.08013,1.08025,1.07999,1.08011,903
2025-01-02T00:30:00,1.08011,1.08023,1.07996,1.08008,906
2025-01-02T00:45:00,1.08008,1.08020,1.07994,1.08006,909
2025-01-02T01:00:00,1.08006,1.08018,1.07992,1.08004,912
2025-01-02T01:15:00,1.08004,1.08016,1.07990,1.08002,915
2025-01-02T01:30:00,1.08002,1.08014,1.07989,1.08001,918
2025-01-02T01:45:00,1.08001,1.08013,1.07988,1.08000,921
2025-01-02T02:00:00,1.08000,1.08012,1.07988,1.08000,924
2025-01-02T02:15:00,1.08000,1.08013,1.07988,1.08001,927
2025-01-02T02:30:00,1.08001,1.08013,1.07989,1.08001,930
2025-01-02T02:45:00,1.08001,1.08015,1.07989,1.08003,933
2025-01-02T03:00:00,1.08003,1.08016,1.07991,1.08004,936
2025-01-02T03:15:00,1.08004,1.08019,1.07992,1.08007,939
2025-01-02T03:30:00,1.08007,1.08021,1.07995,1.08009,942
2025-01-02T03:45:00,1.08009,1.08024,1.07997,1.08012,945
2025-01-02T04:00:00,1.08012,1.08026,1.08000,1.08014,948
2025-01-02T04:15:00,1.08014,1.08029,1.08002,1.08017,951
2025-01-02T04:30:00,1.08017,1.08032,1.08005,1.08020,954
2025-01-02T04:45:00,1.08020,1.08035,1.08008,1.08023,957
2025-01-02T05:00:00,1.08023,1.08038,1.08011,1.08026,960
2025-01-02T05:15:00,1.08026,1.08040,1.08014,1.08028,963
2025-01-02T05:30:00,1.08028,1.08042,1.08016,1.08030,966
2025-01-02T05:45:00,1.08030,1.08044,1.08018,1.08032,969
2025-01-02T06:00:00,1.08032,1.08046,1.08020,1.08034,972
2025-01-02T06:15:00,1.08034,1.08047,1.08022,1.08035,975
2025-01-02T06:30:00,1.08035,1.08047,1.08023,1.08035,978
2025-01-02T06:45:00,1.08035,1.08047,1.08023,1.08035,981
2025-01-02T07:00:00,1.08035,1.08047,1.08022,1.08034,984
2025-01-02T07:15:00,1.08034,1.08046,1.08021,1.08033,987
2025-01-02T07:30:00,1.08033,1.08045,1.08020,1.08032,990
2025-01-02T07:45:00,1.08032,1.08044,1.08018,1.08030,993
2025-01-02T08:00:00,1.08030,1.08042,1.08016,1.08028,996
2025-01-02T08:15:00,1.08028,1.08040,1.08013,1.08025,999
2025-01-02T08:30:00,1.08025,1.08037,1.08010,1.08022,1002
2025-01-02T08:45:00,1.08022,1.08034,1.08007,1.08019,1005
2025-01-02T09:00:00,1.08019,1.08031,1.08004,1.08016,1008
2025-01-02T09:15:00,1.08016,1.08028,1.08001,1.08013,1011
2025-01-02T09:30:00,1.08013,1.08025,1.07998,1.08010,1014
2025-01-02T09:45:00,1.08010,1.08022,1.07996,1.08008,1017
2025-01-02T10:00:00,1.08008,1.08020,1.07993,1.08005,1020
2025-01-02T10:15:00,1.08005,1.08017,1.07991,1.08003,1023
2025-01-02T10:30:00,1.08003,1.08015,1.07989,1.08001,1026
2025-01-02T10:45:00,1.08001,1.08013,1.07988,1.08000,1029
2025-01-02T11:00:00,1.08000,1.08012,1.07987,1.07999,1032
2025-01-02T11:15:00,1.07999,1.08011,1.07986,1.07998,1035
2025-01-02T11:30:00,1.07998,1.08010,1.07986,1.07998,1038
2025-01-02T11:45:00,1.07998,1.08011,1.07986,1.07999,1041
2025-01-02T12:00:00,1.07999,1.08012,1.07987,1.08000,1044
2025-01-02T12:15:00,1.08000,1.08013,1.07988,1.08001,1047
2025-01-02T12:30:00,1.08001,1.08015,1.07989,1.08003,1050
2025-01-02T12:45:00,1.08003,1.08017,1.07991,1.08005,1053
2025-01-02T13:00:00,1.08005,1.08020,1.07993,1.08008,1056
2025-01-02T13:15:00,1.08008,1.08023,1.07996,1.08011,1059
2025-01-02T13:30:00,1.08011,1.08026,1.07999,1.08014,1062
2025-01-02T13:45:00,1.08014,1.08029,1.08002,1.08017,1065
2025-01-02T14:00:00,1.08017,1.08032,1.08005,1.08020,1068
2025-01-02T14:15:00,1.08020,1.08035,1.08008,1.08023,1071
2025-01-02T14:30:00,1.08023,1.08037,1.08011,1.08025,1074
2025-01-02T14:45:00,1.08025,1.08040,1.08013,1.08028,1077
2025-01-02T15:00:00,1.08028,1.08042,1.08016,1.08030,1080
2025-01-02T15:15:00,1.08030,1.08044,1.08018,1.08032,1083
2025-01-02T15:30:00,1.08032,1.08045,1.08020,1.08033,1086
2025-01-02T15:45:00,1.08033,1.08046,1.08021,1.08034,1089
2025-01-02T16:00:00,1.08034,1.08047,1.08022,1.08035,1092
2025-01-02T16:15:00,1.08035,1.08047,1.08023,1.08035,1095
2025-01-02T16:30:00,1.08035,1.08047,1.08022,1.08034,1098
2025-01-02T16:45:00,1.08034,1.08046,1.08021,1.08033,1101
2025-01-02T17:00:00,1.08033,1.08045,1.08019,1.08031,1104
2025-01-02T17:15:00,1.08031,1.08043,1.08018,1.08030,1107
2025-01-02T17:30:00,1.08030,1.08042,1.08015,1.08027,1110
2025-01-02T17:45:00,1.08027,1.08039,1.08013,1.08025,1113
2025-01-02T18:00:00,1.08025,1.08037,1.08010,1.08022,1116
2025-01-02T18:15:00,1.08022,1.08034,1.08007,1.08019,1119
2025-01-02T18:30:00,1.08019,1.08031,1.08004,1.08016,1122
2025-01-02T18:45:00,1.08016,1.08028,1.08002,1.08014,1125
2025-01-02T19:00:00,1.08014,1.08026,1.07999,1.08011,1128
2025-01-02T19:15:00,1.08011,1.08023,1.07996,1.08008,1131
2025-01-02T19:30:00,1.08008,1.08020,1.07994,1.08006,1134
2025-01-02T19:45:00,1.08006,1.08018,1.07992,1.08004,1137
2025-01-02T20:00:00,1.08004,1.08016,1.07991,1.08003,1140
2025-01-02T20:15:00,1.08003,1.08015,1.07990,1.08002,1143
2025-01-02T20:30:00,1.08002,1.08014,1.07989,1.08001,1146
2025-01-02T20:45:00,1.08001,1.08013,1.07989,1.08001,1149
2025-01-02T21:00:00,1.08001,1.08013,1.07989,1.08001,1152
2025-01-02T21:15:00,1.08001,1.08014,1.07989,1.08002,1155
2025-01-02T21:30:00,1.08002,1.08016,1.07990,1.08004,1158
2025-01-02T21:45:00,1.08004,1.08017,1.07992,1.08005,1161
2025-01-02T22:00:00,1.08005,1.08020,1.07993,1.08008,1164
2025-01-02T22:15:00,1.08008,1.08022,1.07996,1.08010,1167
2025-01-02T22:30:00,1.08010,1.08025,1.07998,1.08013,1170
2025-01-02T22:45:00,1.08013,1.08028,1.08001,1.08016,1173
2025-01-02T23:00:00,1.08016,1.08031,1.08004,1.08019,1176
2025-01-02T23:15:00,1.08019,1.08034,1.08007,1.08022,1179
2025-01-02T23:30:00,1.08022,1.08038,1.08010,1.08026,1182
2025-01-02T23:45:00,1.08026,1.08041,1.08014,1.08029,1185
2025-01-03T00:00:00,1.08029,1.08044,1.08017,1.08032,900
2025-01-03T00:15:00,1.08032,1.08046,1.08020,1.08034,903
2025-01-03T00:30:00,1.08034,1.08048,1.08022,1.08036,906
2025-01-03T00:45:00,1.08036,1.08050,1.08024,1.08038,909
2025-01-03T01:00:00,1.08038,1.08052,1.08026,1.08040,912
2025-01-03T01:15:00,1.08040,1.08053,1.08028,1.08041,915
2025-01-03T01:30:00,1.08041,1.08053,1.08029,1.08041,918
2025-01-03T01:45:00,1.08041,1.08053,1.08029,1.08041,921
2025-01-03T02:00:00,1.08041,1.08053,1.08029,1.08041,924
2025-01-03T02:15:00,1.08041,1.08053,1.08028,1.08040,927
2025-01-03T02:30:00,1.08040,1.08052,1.08026,1.08038,930
2025-01-03T02:45:00,1.08038,1.08050,1.08025,1.08037,933
2025-01-03T03:00:00,1.08037,1.08049,1.08023,1.08035,936
2025-01-03T03:15:00,1.08035,1.08047,1.08020,1.08032,939
2025-01-03T03:30:00,1.08032,1.08044,1.08018,1.08030,942
2025-01-03T03:45:00,1.08030,1.08042,1.08015,1.08027,945
2025-01-03T04:00:00,1.08027,1.08039,1.08012,1.08024,948
2025-01-03T04:15:00,1.08024,1.08036,1.08010,1.08022,951
2025-01-03T04:30:00,1.08022,1.08034,1.08007,1.08019,954
2025-01-03T04:45:00,1.08019,1.08031,1.08005,1.08017,957
2025-01-03T05:00:00,1.08017,1.08029,1.08003,1.08015,960
2025-01-03T05:15:00,1.08015,1.08027,1.08001,1.08013,963
2025-01-03T05:30:00,1.08013,1.08025,1.08000,1.08012,966
2025-01-03T05:45:00,1.08012,1.08024,1.07999,1.08011,969
2025-01-03T06:00:00,1.08011,1.08023,1.07999,1.08011,972
2025-01-03T06:15:00,1.08011,1.08023,1.07999,1.08011,975
2025-01-03T06:30:00,1.08011,1.08024,1.07999,1.08012,978
2025-01-03T06:45:00,1.08012,1.08025,1.08000,1.08013,981
2025-01-03T07:00:00,1.08013,1.08027,1.08001,1.08015,984
2025-01-03T07:15:00,1.08015,1.08029,1.08003,1.08017,987
2025-01-03T07:30:00,1.08017,1.08031,1.08005,1.08019,990
2025-01-03T07:45:00,1.08019,1.08034,1.08007,1.08022,993
2025-01-03T08:00:00,1.08022,1.08037,1.08010,1.08025,996
2025-01-03T08:15:00,1.08025,1.08041,1.08013,1.08029,999
2025-01-03T08:30:00,1.08029,1.08044,1.08017,1.08032,1002
2025-01-03T08:45:00,1.08032,1.08047,1.08020,1.08035,1005
2025-01-03T09:00:00,1.08035,1.08051,1.08023,1.08039,1008
2025-01-03T09:15:00,1.08039,1.08054,1.08027,1.08042,1011
2025-01-03T09:30:00,1.08042,1.08057,1.08030,1.08045,1014
2025-01-03T09:45:00,1.08045,1.08059,1.08033,1.08047,1017
2025-01-03T10:00:00,1.08047,1.08062,1.08035,1.08050,1020
2025-01-03T10:15:00,1.08050,1.08063,1.08038,1.08051,1023
2025-01-03T10:30:00,1.08051,1.08065,1.08039,1.08053,1026
2025-01-03T10:45:00,1.08053,1.08066,1.08041,1.08054,1029
2025-01-03T11:00:00,1.08054,1.08066,1.08042,1.08054,1032
2025-01-03T11:15:00,1.08054,1.08066,1.08042,1.08054,1035
2025-01-03T11:30:00,1.08054,1.08066,1.08041,1.08053,1038
2025-01-03T11:45:00,1.08053,1.08065,1.08040,1.08052,1041
2025-01-03T12:00:00,1.08052,1.08064,1.08039,1.08051,1044
2025-01-03T12:15:00,1.08051,1.08063,1.08037,1.08049,1047
2025-01-03T12:30:00,1.08049,1.08061,1.08035,1.08047,1050
2025-01-03T12:45:00,1.08047,1.08059,1.08033,1.08045,1053
2025-01-03T13:00:00,1.08045,1.08057,1.08030,1.08042,1056
2025-01-03T13:15:00,1.08042,1.08054,1.08028,1.08040,1059
2025-01-03T13:30:00,1.08040,1.08052,1.08025,1.08037,1062
2025-01-03T13:45:00,1.08037,1.08049,1.08022,1.08034,1065
2025-01-03T14:00:00,1.08034,1.08046,1.08020,1.08032,1068
2025-01-03T14:15:00,1.08032,1.08044,1.08018,1.08030,1071
2025-01-03T14:30:00,1.08030,1.08042,1.08016,1.08028,1074
2025-01-03T14:45:00,1.08028,1.08040,1.08014,1.08026,1077
2025-01-03T15:00:00,1.08026,1.08038,1.08013,1.08025,1080
2025-01-03T15:15:00,1.08025,1.08037,1.08013,1.08025,1083
2025-01-03T15:30:00,1.08025,1.08037,1.08013,1.08025,1086
2025-01-03T15:45:00,1.08025,1.08037,1.08013,1.08025,1089
2025-01-03T16:00:00,1.08025,1.08038,1.08013,1.08026,1092
2025-01-03T16:15:00,1.08026,1.08039,1.08014,1.08027,1095
2025-01-03T16:30:00,1.08027,1.08041,1.08015,1.08029,1098
2025-01-03T16:45:00,1.08029,1.08043,1.08017,1.08031,1101
2025-01-03T17:00:00,1.08031,1.08046,1.08019,1.08034,1104
2025-01-03T17:15:00,1.08034,1.08048,1.08022,1.08036,1107
2025-01-03T17:30:00,1.08036,1.08051,1.08024,1.08039,1110
2025-01-03T17:45:00,1.08039,1.08055,1.08027,1.08043,1113
2025-01-03T18:00:00,1.08043,1.08058,1.08031,1.08046,1116
2025-01-03T18:15:00,1.08046,1.08061,1.08034,1.08049,1119
2025-01-03T18:30:00,1.08049,1.08064,1.08037,1.08052,1122
2025-01-03T18:45:00,1.08052,1.08067,1.08040,1.08055,1125
2025-01-03T19:00:00,1.08055,1.08070,1.08043,1.08058,1128
2025-01-03T19:15:00,1.08058,1.08073,1.08046,1.08061,1131
2025-01-03T19:30:00,1.08061,1.08075,1.08049,1.08063,1134
2025-01-03T19:45:00,1.08063,1.08076,1.08051,1.08064,1137
2025-01-03T20:00:00,1.08064,1.08077,1.08052,1.08065,1140
2025-01-03T20:15:00,1.08065,1.08078,1.08053,1.08066,1143
2025-01-03T20:30:00,1.08066,1.08078,1.08054,1.08066,1146
2025-01-03T20:45:00,1.08066,1.08078,1.08054,1.08066,1149
2025-01-03T21:00:00,1.08066,1.08078,1.08053,1.08065,1152
2025-01-03T21:15:00,1.08065,1.08077,1.08052,1.08064,1155
2025-01-03T21:30:00,1.08064,1.08076,1.08050,1.08062,1158
2025-01-03T21:45:00,1.08062,1.08074,1.08048,1.08060,1161
2025-01-03T22:00:00,1.08060,1.08072,1.08046,1.08058,1164
2025-01-03T22:15:00,1.08058,1.08070,1.08043,1.08055,1167
2025-01-03T22:30:00,1.08055,1.08067,1.08040,1.08052,1170
2025-01-03T22:45:00,1.08052,1.08064,1.08038,1.08050,1173
2025-01-03T23:00:00,1.08050,1.08062,1.08035,1.08047,1176
2025-01-03T23:15:00,1.08047,1.08059,1.08032,1.08044,1179
2025-01-03T23:30:00,1.08044,1.08056,1.08030,1.08042,1182
2025-01-03T23:45:00,1.08042,1.08054,1.08027,1.08039,1185
2025-01-04T00:00:00,1.08039,1.08051,1.08025,1.08037,900
2025-01-04T00:15:00,1.08037,1.08049,1.08024,1.08036,903
2025-01-04T00:30:00,1.08036,1.08048,1.08023,1.08035,906
2025-01-04T00:45:00,1.08035,1.08047,1.08022,1.08034,909
2025-01-04T01:00:00,1.08034,1.08046,1.08022,1.08034,912
2025-01-04T01:15:00,1.08034,1.08046,1.08022,1.08034,915
2025-01-04T01:30:00,1.08034,1.08047,1.08022,1.08035,918
2025-01-04T01:45:00,1.08035,1.08048,1.08023,1.08036,921
2025-01-04T02:00:00,1.08036,1.08050,1.08024,1.08038,924
2025-01-04T02:15:00,1.08038,1.08052,1.08026,1.08040,927
2025-01-04T02:30:00,1.08040,1.08054,1.08028,1.08042,930
2025-01-04T02:45:00,1.08042,1.08057,1.08030,1.08045,933
2025-01-04T03:00:00,1.08045,1.08060,1.08033,1.08048,936
2025-01-04T03:15:00,1.08048,1.08063,1.08036,1.08051,939
2025-01-04T03:30:00,1.08051,1.08066,1.08039,1.08054,942
2025-01-04T03:45:00,1.08054,1.08069,1.08042,1.08057,945
2025-01-04T04:00:00,1.08057,1.08072,1.08045,1.08060,948
2025-01-04T04:15:00,1.08060,1.08075,1.08048,1.08063,951
2025-01-04T04:30:00,1.08063,1.08077,1.08051,1.08065,954
2025-01-04T04:45:00,1.08065,1.08079,1.08053,1.08067,957
2025-01-04T05:00:00,1.08067,1.08081,1.08055,1.08069,960
2025-01-04T05:15:00,1.08069,1.08082,1.08057,1.08070,963
2025-01-04T05:30:00,1.08070,1.08083,1.08058,1.08071,966
2025-01-04T05:45:00,1.08071,1.08083,1.08059,1.08071,969
2025-01-04T06:00:00,1.08071,1.08083,1.08059,1.08071,972
2025-01-04T06:15:00,1.08071,1.08083,1.08059,1.08071,975
2025-01-04T06:30:00,1.08071,1.08083,1.08057,1.08069,978
2025-01-04T06:45:00,1.08069,1.08081,1.08056,1.08068,981
2025-01-04T07:00:00,1.08068,1.08080,1.08054,1.08066,984
2025-01-04T07:15:00,1.08066,1.08078,1.08051,1.08063,987
2025-01-04T07:30:00,1.08063,1.08075,1.08049,1.08061,990
2025-01-04T07:45:00,1.08061,1.08073,1.08046,1.08058,993
2025-01-04T08:00:00,1.08058,1.08070,1.08043,1.08055,996
2025-01-04T08:15:00,1.08055,1.08067,1.08040,1.08052,999
2025-01-04T08:30:00,1.08052,1.08064,1.08037,1.08049,1002
2025-01-04T08:45:00,1.08049,1.08061,1.08034,1.08046,1005
2025-01-04T09:00:00,1.08046,1.08058,1.08031,1.08043,1008
2025-01-04T09:15:00,1.08043,1.08055,1.08029,1.08041,1011
2025-01-04T09:30:00,1.08041,1.08053,1.08027,1.08039,1014
2025-01-04T09:45:00,1.08039,1.08051,1.08025,1.08037,1017
2025-01-04T10:00:00,1.08037,1.08049,1.08024,1.08036,1020
2025-01-04T10:15:00,1.08036,1.08048,1.08024,1.08036,1023
2025-01-04T10:30:00,1.08036,1.08048,1.08023,1.08035,1026
2025-01-04T10:45:00,1.08035,1.08048,1.08023,1.08036,1029
2025-01-04T11:00:00,1.08036,1.08048,1.08024,1.08036,1032
2025-01-04T11:15:00,1.08036,1.08050,1.08024,1.08038,1035
2025-01-04T11:30:00,1.08038,1.08051,1.08026,1.08039,1038
2025-01-04T11:45:00,1.08039,1.08053,1.08027,1.08041,1041
2025-01-04T12:00:00,1.08041,1.08056,1.08029,1.08044,1044
2025-01-04T12:15:00,1.08044,1.08058,1.08032,1.08046,1047
2025-01-04T12:30:00,1.08046,1.08061,1.08034,1.08049,1050
2025-01-04T12:45:00,1.08049,1.08064,1.08037,1.08052,1053
2025-01-04T13:00:00,1.08052,1.08067,1.08040,1.08055,1056
2025-01-04T13:15:00,1.08055,1.08070,1.08043,1.08058,1059
2025-01-04T13:30:00,1.08058,1.08073,1.08046,1.08061,1062
2025-01-04T13:45:00,1.08061,1.08075,1.08049,1.08063,1065
2025-01-04T14:00:00,1.08063,1.08077,1.08051,1.08065,1068
2025-01-04T14:15:00,1.08065,1.08079,1.08053,1.08067,1071
2025-01-04T14:30:00,1.08067,1.08081,1.08055,1.08069,1074
2025-01-04T14:45:00,1.08069,1.08082,1.08057,1.08070,1077
2025-01-04T15:00:00,1.08070,1.08082,1.08058,1.08070,1080
2025-01-04T15:15:00,1.08070,1.08082,1.08058,1.08070,1083
2025-01-04T15:30:00,1.08070,1.08082,1.08058,1.08070,1086
2025-01-04T15:45:00,1.08070,1.08082,1.08057,1.08069,1089
2025-01-04T16:00:00,1.08069,1.08081,1.08055,1.08067,1092
2025-01-04T16:15:00,1.08067,1.08079,1.08054,1.08066,1095
2025-01-04T16:30:00,1.08066,1.08078,1.08051,1.08063,1098
2025-01-04T16:45:00,1.08063,1.08075,1.08049,1.08061,1101
2025-01-04T17:00:00,1.08061,1.08073,1.08046,1.08058,1104
2025-01-04T17:15:00,1.08058,1.08070,1.08043,1.08055,1107
2025-01-04T17:30:00,1.08055,1.08067,1.08040,1.08052,1110
2025-01-04T17:45:00,1.08052,1.08064,1.08037,1.08049,1113
2025-01-04T18:00:00,1.08049,1.08061,1.08034,1.08046,1116
2025-01-04T18:15:00,1.08046,1.08058,1.08031,1.08043,1119
2025-01-04T18:30:00,1.08043,1.08055,1.08029,1.08041,1122
2025-01-04T18:45:00,1.08041,1.08053,1.08026,1.08038,1125
2025-01-04T19:00:00,1.08038,1.08050,1.08024,1.08036,1128
2025-01-04T19:15:00,1.08036,1.08048,1.08023,1.08035,1131
2025-01-04T19:30:00,1.08035,1.08047,1.08022,1.08034,1134
2025-01-04T19:45:00,1.08034,1.08046,1.08021,1.08033,1137
2025-01-04T20:00:00,1.08033,1.08045,1.08021,1.08033,1140
2025-01-04T20:15:00,1.08033,1.08046,1.08021,1.08034,1143
2025-01-04T20:30:00,1.08034,1.08047,1.08022,1.08035,1146
2025-01-04T20:45:00,1.08035,1.08048,1.08023,1.08036,1149
2025-01-04T21:00:00,1.08036,1.08050,1.08024,1.08038,1152
2025-01-04T21:15:00,1.08038,1.08052,1.08026,1.08040,1155
2025-01-04T21:30:00,1.08040,1.08054,1.08028,1.08042,1158
2025-01-04T21:45:00,1.08042,1.08057,1.08030,1.08045,1161
2025-01-04T22:00:00,1.08045,1.08060,1.08033,1.08048,1164
2025-01-04T22:15:00,1.08048,1.08063,1.08036,1.08051,1167
2025-01-04T22:30:00,1.08051,1.08066,1.08039,1.08054,1170
2025-01-04T22:45:00,1.08054,1.08069,1.08042,1.08057,1173
2025-01-04T23:00:00,1.08057,1.08072,1.08045,1.08060,1176
2025-01-04T23:15:00,1.08060,1.08074,1.08048,1.08062,1179
2025-01-04T23:30:00,1.08062,1.08076,1.08050,1.08064,1182
2025-01-04T23:45:00,1.08064,1.08078,1.08052,1.08066,1185
2025-01-05T00:00:00,1.08066,1.08080,1.08054,1.08068,900
2025-01-05T00:15:00,1.08068,1.08081,1.08056,1.08069,903
2025-01-05T00:30:00,1.08069,1.08081,1.08057,1.08069,906
2025-01-05T00:45:00,1.08069,1.08081,1.08057,1.08069,909
2025-01-05T01:00:00,1.08069,1.08081,1.08057,1.08069,912
2025-01-05T01:15:00,1.08069,1.08081,1.08056,1.08068,915
2025-01-05T01:30:00,1.08068,1.08080,1.08054,1.08066,918
2025-01-05T01:45:00,1.08066,1.08078,1.08052,1.08064,921
